title,creation_date,date_acquired,cited_name,party_type,ratio,gender,usable_name
Self Portrait, 1938,2003,"Munhall, Walter",,99,M,Walter
Self Portrait, 1938,2003,"Munhall, Walter",,99,M,Walter
Portrait of Anna Burns Munhall, 1938,2003,"Munhall, Walter",,99,M,Walter
"Anna Burns Munhall and dog, Virginia Beach",1939,2003,"Munhall, Walter",,99,M,Walter
"Self portrait with sons Edgar, left and Walter Jr., right", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Mrs. Munhall with sons Edgar, left, and Walter Jr., right", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Mrs. Munhall and sons in a field, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Walter Munhall Jr. holding camera,"May 31, 1938",2003,"Munhall, Walter",,99,M,Walter
Walter Munhall Jr. in cowboy costume pointing toy gun, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Walter Munhall, Jr. with geometric necktie, outdoors on Sylvan Avenue, Hazelwood", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Walter Munhall, Jr. in double-breasted jacket", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Walter Munhall, Jr. playing with a dog",1939,2003,"Munhall, Walter",,99,M,Walter
"Walter Munhall, Jr. offering stick to a dog",1939,2003,"Munhall, Walter",,99,M,Walter
"Walter Munhall, Jr. playing in the sand, Virginia Beach",1939,2003,"Munhall, Walter",,99,M,Walter
"Walter Munhall, Jr. close up", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall in a sailor shirt with floral background, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall in striped sweater, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall in sailor shirt and sunglasses, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Edgar Munhall in pajama top, looking up", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Homage to Manet's Olympia: Edgar Munhall nude, with shoes and socks", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Close up of #20, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall in pajama in his bedroom, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall drawing, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Edgar Munhall astride a bannister, Sylvan Avenue, Hazelwood", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall in cowboy costume, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Edgar Munhall in zippered jacket, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Walter, Jr. (left) and Edgar Munhall bathing, Virginia Beach",1939,2003,"Munhall, Walter",,99,M,Walter
"Walter, Jr. and Edgar Munhall on a lawn",1938,2003,"Munhall, Walter",,99,M,Walter
"Walter, Jr. (left) and Edgar Munhall, Kennywood Park",1938,2003,"Munhall, Walter",,99,M,Walter
"Walter, Jr. (left) and Edgar Munhall, Kennywood Park",1938,2003,"Munhall, Walter",,99,M,Walter
"Ennui: Walter, Jr. (left) and Edgar Munhall on a running board, Sylvan Avenue, Hazelwood", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Edgar Munhall (front, right) and Walter, Jr. (back, right) and friends in a swan boat, Kennywood Park","May 28, 1938",2003,"Munhall, Walter",,99,M,Walter
"Edgar Munhall (center) and friends, Kennywood Park","May 28, 1938",2003,"Munhall, Walter",,99,M,Walter
"Looking south from Sylvan Avenue, Hazelwood, the coke plant at lower right", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
The South Hills seen from the Bluff, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"View over the Monongahela from Mt. Washington, the Cathedral of Learning on the horizon", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Downtown Pittsburgh from the South Side ?, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Downtown Pittsburgh, from Mt. Washington, P&LERR Terminal, lower right", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
View of the Point from Mount Washington, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Downtown Pittsburgh, Sherwyn Hotel in mid-distance", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Downtown and the Point, looking towards the North Side, from Mount Washington", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Cathedral of Learning, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
"Jones & Laughlin plant, along Second Avenue, from Sylvan Avenue, Hazelwood", 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Construction workers riveting a truss, 1938-1941,2003,"Munhall, Walter",,99,M,Walter
Section #1,1999,2003,"Bettison, Giles",,100,M,Giles
Cube,,2003,"Elias, Bohumil",,,,Bohumil
Rubin,2002,2003,"Cribbs, KeKe",,,,KeKe
Tall Chief Bluff #43191,1991,2003,"Kallenberger, Kreg",,100,M,Kreg
Zebra Night,1987,2003,"Kuhn, Jon",,99,M,Jon
Vase,1978,2003,"Labino, Dominick",,100,M,Dominick
Apex,2001,2003,"Ladd, Tracey",,93,F,Tracey
Reticello Vase,2001,2003,"Marioni, Dante",,99,M,Dante
Palla Set,1994,2003,"Moore, Benjamin",,100,M,Benjamin
Solarized Blue Green Echo with Grid,1988-1991,2003,"Patti, Thomas",,100,M,Thomas
Gurunsi (Africa Series),2001,2003,"Salvadore, Davide",,100,M,Davide
Poplar Tree,1995,2003,"Scanga, Italo",,100,M,Italo
Borneo,1994,2003,"Tagliapietra, Lino",,100,M,Lino
Body & Soul,2001,2003,"Murray, Elizabeth",,100,F,Elizabeth
"The Honen Temple in Snow , Kyoto (Yuki no Hônenin, Kyôto)",1968,2003,Saitô Kiyoshi,,,,Saitô
"The Muroji Temple in Snow, Nara (Yuki no Murôji, Nara)",1968,2003,Saitô Kiyoshi,,,,Saitô
Rainy Day (Ame no hi B),1968,2003,Asano Takeji,,,,Asano
Easy Edges Rocker,1973,2003,"Gehry, Frank",,100,M,Frank
Untitled,1980,1988,"Gerzso, Gunther",,100,M,Gunther
A Good Vintage,1997,2003,"Brock, Emily",,100,F,Emily
Carnival on the Grand Canal,1995,2003,"Bubacco, Lucio",,100,M,Lucio
October #54,,2003,"Farbanish, Tom",,100,M,Tom
Lace Cage Series #2,,2003,"Nishi, Etsuko",,,,Etsuko
Dusk,,2003,"Perkins, Danny",,100,M,Danny
Can't Keep me in a Box,,2003,"Spencer, Jeffrey",,100,M,Jeffrey
Amphora,1980-2003,2003,"Toffolo, Cesare",,100,M,Cesare
Flower pot,1754,1988,"Armand l'aîné, Louis-Denis",,,,Louis-Denis
Flower pot,1754,1988,"Armand l'aîné, Louis-Denis",,,,Louis-Denis
Teapot from the Déjeuner Régnier à Reliefs, 1813,2003,"Régnier, Jean-Marie-Ferdinand",,,,Jean-Marie-Ferdinand
The British Museum,1987,2003,"Bell, Nikki",,98,F,Nikki
The British Museum,1987,2003,"Langlands, Ben",,100,M,Ben
Clouds II,1991,2003,"Rybak, Jaromir",,,,Jaromir
Vetro Muralis,2000,2003,"Carlson, William",,100,M,William
Two Soldiers and Two Women, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
Rolling Armchair,1968,2003,"Rudolph, Paul",,100,M,Paul
The Astrologer and the Young Soldier, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
Death Giving an Audience, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
Standing Philosopher, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
Three Soldiers and a Boy, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
The Rider Standing Beside His Horse, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
A Nymph with a Small Satyr and Two Goats, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
A Woman with her Arms in Chains and Four Other Figures, 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
"A Woman with her Hands on a Vase, a Soldier and a Slave", 1743-1749,1955,"Tiepolo, Giovanni B.",,99,M,Giovanni
Replicate,2003,2004,"Reynolds, Jill",,100,F,Jill
Musical Chairs,1990,2003,"Barney, Tina",,100,F,Tina
Gürbmatt,11/7/1990,2003,"Schnyder, Jean-Frédéric",,,,Jean-Frédéric
Untitled,2003,2003,"Winberg, John Y.",,100,M,John
Gazelle Lounge Chair,1956-1960,2003,"Johnson, Dan",,100,M,Dan
Untitled,2002,2003,"LeWitt, Sol",,58,F,Sol
Untitled,2002,2003,"LeWitt, Sol",,58,F,Sol
Untitled,2002,2003,"LeWitt, Sol",,58,F,Sol
Untitled,2002,2003,"LeWitt, Sol",,58,F,Sol
Untitled (Neiges Fourreres),2003,2003,Lakra,,,,Lakra
Untitled (Paris et de Hollywood),2003,2003,Lakra,,,,Lakra
Return to Sender,2003,2003,"Waters, John",,100,M,John
Chaise,designed 1968,2003,"Eames, Charles",,100,M,Charles
Chaise,designed 1968,2003,"Eames, Ray",,99,M,Ray
Salt shaker,1935,2004,"Sheeler, Charles",,100,M,Charles
Panel of Damask, 1871,2004,"Dresser, Christopher",,100,M,Christopher
Cross I,2003,2004,"Baldwin, Gordon",,100,M,Gordon
Anemone on sea worm tube, 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Anemone on sea worm tube, 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Cabinet, 1810,2013,"Bullock, George",,99,M,George
Astor,1994,2003,"Trinkley, Karla",,100,F,Karla
Inkwell (Portrait of Pavel Janak), 1911,2004,"Hofman, Vlastislav",,,,Vlastislav
Reflections on Patience Pond,2002,2003,"Fromboluti, Sideo",,,,Sideo
Planter, 1960,2004,"Drumm, Don",,99,M,Don
No. 249 EINUNDZWANZIGSTERSEPTEMBERZWEITAUSENDUNDEINS,2001,2003,"Rondinone, Ugo",,,,Ugo
Untitled (Red Butterfly Over Green),2003,2003,"Grotjahn, Mark",,100,M,Mark
Untitled,1975,2003,"Shapiro, Joel",,99,M,Joel
Six Forms in Pine,1959,2003,"Sugarman, George",,99,M,George
"Pratt chair, No. 4",1984,2003,"Pesce, Gaetano",,100,M,Gaetano
(Young Woman Knitting),1934,2003,"Sorine, Savely",,,,Savely
Bangle,1999,2003,"Adam, Jane",,100,F,Jane
"MN-01, Extravaganza bicycle",2000,2003,"Newson, Marc",,100,M,Marc
Allegory of Life (The Dream of Raphael),1561,2004,"Ghisi, Giorgio",,100,M,Giorgio
Bangle,1999,2003,"Adam, Jane",,100,F,Jane
Bangle,1999,2003,"Adam, Jane",,100,F,Jane
Bangle,1999,2003,"Adam, Jane",,100,F,Jane
Untitled, 1979,2003,"Chillida, Eduardo",,99,M,Eduardo
"Panther Hollow, Pittsburgh",mid-20th century,2003,"Koerner, Henry",,100,M,Henry
Hunter,1975,1981,"Phillips, Peter",,100,M,Peter
Planter, 1960,2004,"Drumm, Don",,99,M,Don
Three Rivers, 1970,2004,"Contis, Peter",,100,M,Peter
Untitled,1972,2004,"Contis, Peter",,100,M,Peter
Schenley Park, 1980s,2004,"Contis, Helen",,100,F,Helen
Space Displaced #3,1999,2004,"Smith, Martin",,100,M,Martin
Time Piece,2000,2004,"Fekete, Laszlo",,100,M,Laszlo
"Sketch - Bird's-eye view of Galician Center of Contemporary Art, Santiago de Compostela, Spain",1992,2004,"Siza, Álvaro",,,,Álvaro
"Sketch - Worm's-eye view of Galician Center of Contemporary Art, Santiago de Compostela, Spain",1991,2004,"Siza, Álvaro",,,,Álvaro
Pepper shaker,1935,2004,"Sheeler, Charles",,100,M,Charles
Table Setting,1961,2004,"Thiebaud, Wayne",,100,M,Wayne
Alcoa Forecast Program Table,1957,2004,"Noguchi, Isamu",,100,M,Isamu
Alcoa Forecast Program Table,1957,2004,"Noguchi, Isamu",,100,M,Isamu
Impotent,2002,2004,"Packer, David",,100,M,David
Teacup,2003,2004,"Lazzarini, Robert",,100,M,Robert
Kuba,2004,2004,"Ataman, Kutlǔg",,,,Kutlǔg
"Happiness (Finally) after 35,000 Years of Civilization (after Henry Darger and Charles Fourier)",2000-2003,2005,"Chan, Paul",,100,M,Paul
Colonial jellyfish (Discalia medusina) x 8, 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Colonial jellyfish (Discalia medusina) x 8, 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Species of Copepoda, 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Species of Copepoda, 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Attached (colonial) jellyfish (Campanulina tenuis) x 30, 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Attached (colonial) jellyfish (Campanulina tenuis) x 30, 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Floating jellyfish (Tiaropsis diademata), 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Floating jellyfish (Tiaropsis diademata), 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Leopold",,100,M,Leopold
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Rudolf",,100,M,Rudolf
Dandelion-shaped sea creature [species of glass sponge], 1899-1905,2005,"Blaschka, Rudolf",,100,M,Rudolf
R.S.V.P. XI,1977/2004,2005,"Nengudi, Senga",,,,Senga
Table knife,53 (designed) c. 1977 (manufactured),1977,"Wallance, Don",,99,M,Don
Seed,2002,2004,"Packer, David",,100,M,David
Rag chair,1991 designed,2005,"Remy, Tejo",,,,Tejo
Barcelona chair,1953,1995,"Mies van der Rohe, Ludwig",,100,M,Ludwig
Desk lamp model #114,1939,2004,"Teague, Walter D.",,99,M,Walter
Untitled,2002,2004,"De Keyser, Raoul",,100,M,Raoul
Lighter Later,2003,2004,"Rothschild, Eva",,100,F,Eva
Fanny and Joe,2003,2004,"Crumb, Robert",,100,M,Robert
Bayreuth Festspielhaus,2003,2004,"Kuitca, Guillermo",,100,M,Guillermo
The Human Condition,1969,2001,"Michals, Duane",,99,M,Duane
Shade Furnace,1879,2004,"Newell, Hugh",,100,M,Hugh
Manifesto on the machine no. 2, 1977-1978,2005,Mangelos (Dimitrije Basicevic),,,,Mangelos
Armature (Large Model),2002,2004,"Dubbeldam, Winka",,,,Winka
Armature Imprint I + II,2002,2004,"Dubbeldam, Winka",,,,Winka
Concetto Spaziale - Black,1968,2004,"Fontana, Lucio",,100,M,Lucio
Concetto Spaziale - White,1968,2004,"Fontana, Lucio",,100,M,Lucio
Meechfieber,2004,2005,"Bock, John",,100,M,John
Nine Hellish Spirits: No. 2,2004,2005,"Chu, Anne",,100,F,Anne
Centerpiece, 1952,2004,"Riedener, Oscar",,100,M,Oscar
Boalum lamp,1969,2004,"Castiglioni, Livio",,100,M,Livio
Boalum lamp,1969,2004,"Frattini, Gianfranco",,100,M,Gianfranco
Fauxkoto,2003,2004,"Nagle, Ron",,100,M,Ron
"Empire/Vampire III, #1",2004,2005,"Genzken, Isa",,51,F,Isa
Manuscript guest-book kept by John W. Beatty,1903-1938,2006,"Beatty, John Wesley",,100,M,John
Stadia II,2004,2004,"Mehretu, Julie",,100,F,Julie
Molar chair,1969,2004,"Castle, Wendell",,99,M,Wendell
Molar chair,1970,2004,"Castle, Wendell",,99,M,Wendell
Molar chair,1970,2004,"Castle, Wendell",,99,M,Wendell
A Letter From My Father,1960-1975,2004,"Michals, Duane",,99,M,Duane
Magritte at His Easel,1965,2004,"Michals, Duane",,99,M,Duane
Low chair,"designed 1993-95, manufactured 1995- present, 1999",2004,"Van Severen, Maarten",,,,Maarten
Orgone chair,"designed 1993, manufactured 1999-present, 1999",2004,"Newson, Marc",,100,M,Marc
This Photograph is My Proof,1967,2004,"Michals, Duane",,99,M,Duane
Black is Ugly,1974,2004,"Michals, Duane",,99,M,Duane
He Thought That She Was Kind,1974,2004,"Michals, Duane",,99,M,Duane
Certain Words Must Be Said,1976,2004,"Michals, Duane",,99,M,Duane
There Are Things Here Not Seen in This Photograph,1977,2004,"Michals, Duane",,99,M,Duane
Now Becoming Then,1978,2004,"Michals, Duane",,99,M,Duane
Primavera,1984,2004,"Michals, Duane",,99,M,Duane
"To, Two, Too",1994,2004,"Michals, Duane",,99,M,Duane
Sepik River Triptych,1995,2004,"Pearlstein, Philip",,100,M,Philip
Triassic Jurassic,1977,2004,"Zucker, Joe",,98,M,Joe
Cordes Roses,1998,2004,"Carter, Keith",,100,M,Keith
Albert Einstein,1953,2004,"Bubley, Esther",,100,F,Esther
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
Mushroom Print,2004,2004,"Höller, Carsten",,100,M,Carsten
"L.A. Boy, Knob Job Series",1985,2004,"Nagle, Ron",,100,M,Ron
Lidded jar, 1976,2004,"Eberle, Edward S.",,100,M,Edward
Tea Bowl and Saucer,1818-1834,,"Clews, James",,100,M,James
Tea Bowl and Saucer,1818-1834,,"Clews, Ralph",,100,M,Ralph
Cup and Saucer, 1830-1855,,"Ridgway, John",,100,M,John
Object with Several Small Bowls,1998,2004,"Stockmans, Piet",,,,Piet
Tureen, 1953,2004,"Voulkos, Peter",,100,M,Peter
"Coffeepot, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",,,,Lurelle
"Teapot, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",,,,Lurelle
"Milk jug, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",,,,Lurelle
"Sugar bowl, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",,,,Lurelle
"Tray, ""Laurel"" pattern", 1937-1940,2004,"Guild, Lurelle",,,,Lurelle
"Covered bowl, ""Briarton"" pattern", 1935,2004,"Guild, Lurelle",,,,Lurelle
"Pitcher, ""Riviera"" pattern", 1938,2004,"Guild, Lurelle",,,,Lurelle
Doge Desk Lamp for Signing Decrees, 1961,2004,"Stearns, Thomas",,100,M,Thomas
The Horse Laugh, 1825,2004,"Rowlandson, Thomas",,100,M,Thomas
Untitled,1999,2004,"Blank, Martin",,100,M,Martin
An African,1833,2004,"Waldmüller, Ferdinand Georg",,100,M,Ferdinand
"Drawings for Oceanic House, Kauai, Hawaii",2001,2004,"Holl, Steven",,100,M,Steven
"Drawings for Oceanic House, Kauai, Hawaii",2001,2004,"Holl, Steven",,100,M,Steven
"Drawings for Oceanic House, Kauai, Hawaii",2001,2004,"Holl, Steven",,100,M,Steven
Superlight chair,2004,2004,"Gehry, Frank",,100,M,Frank
Untitled (Carnegie International poster),2004,2004,"Crumb, Robert",,100,M,Robert
Everything is Perfect Coffeepot,2004,2004,Glasgow,,,,Glasgow
Convoi funèbre au Boulevard de Clichy (Funeral Procession on Boulevard de Clichy),1887,2004,"Buhot, Félix Hilaire",,,,Félix
Untitled,2004,2004,"Owens, Laura",,100,F,Laura
Fan of Many Colors,20th century,2004,"Shepler, Martha F.",,100,F,Martha
We are Outside,2003,2004,"Boyce, Martin",,100,M,Martin
Sea Battles,2001,2004,"Donnelly, Trisha",,100,F,Trisha
Puppet Conference,2003,2004,"Jankowski, Christian",,96,M,Christian
The Woman with the Pear,1651,2004,"Bol, Ferdinand",,100,M,Ferdinand
Untitled,2003,2004,"Root, Ruth",,100,F,Ruth
"Salt shaker, ""Raleigh"" pattern", 1940,2004,"Guild, Lurelle",,,,Lurelle
"Pepper shaker, ""Raleigh"" pattern", 1940,2004,"Guild, Lurelle",,,,Lurelle
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Accardi, Carla",,100,F,Carla
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Acconci, Vito",,100,M,Vito
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Baldessari, John",,100,M,John
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Bayrle, Thomas",,100,M,Thomas
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Birnbaum, Dara",,95,F,Dara
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Bock, John",,100,M,John
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Bourgeois, Louise",,100,F,Louise
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Deller, Jeremy",,99,M,Jeremy
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Donnelly, Trisha",,100,F,Trisha
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Durham, Jimmie",,90,M,Jimmie
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Feldmann, Hans P.",,100,M,Hans
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Friedman, Yona",,53,F,Yona
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Friedman, Yona",,53,F,Yona
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Genzken, Isa",,51,F,Isa
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Golub, Leon A.",,99,M,Leon
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Julien, Isaac",,100,M,Isaac
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Kroll, Lucien",,100,M,Lucien
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Lavier, Bertrand",,100,M,Bertrand
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,Mekas. Jonas,,,,Mekas.
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Messager, Annette",,100,F,Annette
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Parent, Claude",,99,M,Claude
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Peyton, Elizabeth",,100,F,Elizabeth
