title,creation_date,date_acquired,cited_name,party_type
Nihon-Bashi No Seiran, 1805,1989,Hidemaro Kitagawa,
Takanawa No Kihan, 1805,1989,Hidemaro Kitagawa,
Yoshiwara No Bosetsu, 1805,1989,Hidemaro Kitagawa,
Sumidagawa No Rakugan, 1805,1989,Hidemaro Kitagawa,
Atago No Shugatso, 1805,1989,Hidemaro Kitagawa,
Ueno No Bansho, 1805,1989,Hidemaro Kitagawa,
Evening Glow at Ryôgoku Bridge (Ryogoku no sekisho), 1805,1989,Hidemaro Kitagawa,
Night Rain at Masaki (Masaki no yau), 1805,1989,Hidemaro Kitagawa,
Se Sshu's Garden in Miyujima,1959,1989,Hiratsuka Un'ichi,
Garden with a Well,1957,1989,Hiratsuka Un'ichi,
Mount Fuji from Shimoda (Shimoda no Fuji),6/1/1936,1989,Hiratsuka Un'ichi,
Mount Fuji,1959,1989,Hiratsuka Un'ichi,
Onions,1929,1989,Hiratsuka Un'ichi,
Kingfisher and Iris (Kawasemi to ayame),"1927 (block), 1946 (print)",1989,Hiratsuka Un'ichi,
Fighting Bulls of Iyo (Iyo no tôgyû),1946,1989,Azechi Umetaro,
Fighting Bulls of Iyo (Iyo no tôgyû),1946,1989,Uemura Masuo,
Nude (Ratai), 1920,1989,Akasawa Etsutarô,
Back of a Woman's Head,not dated,1989,Hiratsuka Un'ichi,
Mrs. Hiratsuka,1921-1923,1989,Hiratsuka Un'ichi,
"Minaret in Summer, Washington D.C.",1968,1989,Hiratsuka Un'ichi,
Stone Garden of the Ryuanji Temple (Ryûanji sekitei),1946,1989,Hiratsuka Un'ichi,
Temple Interior,20th century,1989,Hiratsuka Un'ichi,
"Coast of Irozaki, Izu",1959,1989,Hiratsuka Un'ichi,
Edogawa Park (Edogawa kôen),9/2/1931,1989,Hiratsuka Un'ichi,
Edogawa Park (Edogawa kôen),9/2/1931,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Yoyogigahara,11/1/1931,1989,Hiratsuka Un'ichi,
Yoyogigahara,11/1/1931,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Yaesuguchi Avenue (Yaesuguchi dôri),12/27/1931,1989,Hiratsuka Un'ichi,
Yaesuguchi Avenue (Yaesuguchi dôri),12/27/1931,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Nihonbashi,2/3/1929,1989,Hiratsuka Un'ichi,
Nihonbashi,2/3/1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Ueno,4/25/1929,1989,Hiratsuka Un'ichi,
Ueno,4/25/1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Akasaka Palace (Akasaka Gosho),9/13/1929,1989,Hiratsuka Un'ichi,
Akasaka Palace (Akasaka Gosho),9/13/1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Benkei Bridge (Benkeibashi),12/6/1929,1989,Hiratsuka Un'ichi,
Benkei Bridge (Benkeibashi),12/6/1929,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Shinobazu Pond Snowcape (Shinobazu ike sekkei),3/5/1930,1989,Hiratsuka Un'ichi,
Shinobazu Pond Snowcape (Shinobazu ike sekkei),3/5/1930,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Shops at Asakusa (Asakusa Nakamise),5/31/1930,1989,Hiratsuka Un'ichi,
Shops at Asakusa (Asakusa Nakamise),5/31/1930,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Black Gate (Kuromon),7/23/1930,1989,Hiratsuka Un'ichi,
Black Gate (Kuromon),7/23/1930,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Sukiyabashi,10/5/1930,1989,Hiratsuka Un'ichi,
Sukiyabashi,10/5/1930,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Shinbashi,5/20/1931,1989,Hiratsuka Un'ichi,
Shinbashi,5/20/1931,1989,Nakajima Jûtarô of Sôsaku-Hanga Club,
Rooster on Bamboo, 1987,1989,Ouchi Seiho,
Autumn in Awaji (Awaji no aki),not dated,1989,Ouchi Seiho,
Self-Portrait,1966,1989,Hiratsuka Un'ichi,
Bunraku Puppet 'Yaoya Oshichi',1952,1989,Hiratsuka Un'ichi,
Fuji seen from Yattsugatake (Yattsugatake kara no Fuji),1957,1989,Azechi Umetaro,
"Shoso Magazine, (Shoso hanga cho ju-renshu) Album, Pictures and Poems from a Week in Izu (Izu isshu gashi)",March 1943,1989,Hiratsuka Un'ichi,
Half Moon in Midsummer,1958,1989,Hiratsuka Un'ichi,
Kudan-Sakurada Gate,1928,1989,Hiratsuka Un'ichi,
The Rakanji at Yabakei in the Rain (Ame no Yabakei Rakanji),1935,1989,Hiratsuka Un'ichi,
"Rock Creek in Montrose Park, Washington D.C.",1962,1989,Hiratsuka Un'ichi,
"Stone Bridge over C&O Canal, Georgetown, D.C.",1962,1989,Hiratsuka Un'ichi,
Top of an Old Temple Against the Evening Clouds,1960,1989,Hiratsuka Un'ichi,
View of An'naka and Poem,1951,1989,Hiratsuka Un'ichi,
"Lingering Snow at Mount Shirane, Nikko (Nikkô Shiranesan zansetsu)",before 1936,1989,Takahashi Hiroaki (Shôtei),
"Lingering Snow at Mount Shirane, Nikko (Nikkô Shiranesan zansetsu)",before 1936,1989,Watanabe Shôzaburô,
Mermaid,early 1920s,1989,Nakazawa Hiromitsu,
Fighting Spirit (Tôshi),1953,1989,Azechi Umetaro,
Horyu Temple (Hôryuji),not dated,1989,Nakazawa Hiromitsu,
Nansô Kushihama (Nansô Kushihama), 1930,1989,Oda Hironobu,
Nansô Kushihama (Nansô Kushihama), 1930,1989,Maeba Han,
Mt. Fuji from Otome Pass (Otome Tôge no Fuji),20th century,1989,Oda Hironobu,
Mt. Fuji from Otome Pass (Otome Tôge no Fuji),20th century,1989,Maeba Han,
"Untitled (The Magician Jiraiya and Assailants on a Bridge by Moonlight), from a series of Oban Toy Prints",1898,1989,Baito,
"Untitled (Toy), from a series of Oban Toy Prints",1898,1989,Baito,
Untitled (Actor),,1989,Hirosada Utagawa,
"The Tama River of Kinuta, Settsu Province   (Settsu Kinuta no Tamagawa)",1857,1989,Hiroshige Andō,
"The Tama River of Noji, Ômi Province (Ômi Noji no Tamagawa)",1857,1989,Hiroshige Andō,
"Tama River of Ide, Province of Yamashiro (Yamashiro Ide no Tamagawa)",1857,1989,Hiroshige Andō,
"Tama River of Koya,  Kii Province (Kii Koya no Tamagawa)",1857,1989,Hiroshige Andō,
" Tama River of Noda,  Mutsu Province  (Mutsu Noda no Tamagawa)",1857,1989,Hiroshige Andō,
"Untitled (Toy), from a series of Oban Toy Prints",1898,1989,Baito,
"Winter: Snow on the Sumida River (Fuyu, Sumidagawa no yuki)",1834,1989,Hiroshige Andō,
"Pleasure Boats at the Ryogoku Bridge (Ryogoku suzimibune), Matsuchiyama and San'ya-bori, and fan with cherry blossoms, from the series ""Edo Meisho Harimaze Zue""",1857,1989,Hiroshige Andō,
"Pleasure Boats at the Ryogoku Bridge (Ryogoku suzimibune), Matsuchiyama and San'ya-bori, and fan with cherry blossoms, from the series ""Edo Meisho Harimaze Zue""",1857,1989,Yamadaya Shojiro,
"Susaki, Benten no yashiro, Ocha-no-mizu, Shiba, Shinme no matsuri (in gourd shape), Atagoyama, Bishamon no tsukai (servitor with stick),, from the series ""Edo Meisho Harimaze Zue""",1857,1989,Hiroshige Andō,
"Susaki, Benten no yashiro, Ocha-no-mizu, Shiba, Shinme no matsuri (in gourd shape), Atagoyama, Bishamon no tsukai (servitor with stick),, from the series ""Edo Meisho Harimaze Zue""",1857,1989,Yamadaya Shojiro,
"Nihonbashi (fish monger), Ueno hanami (umbrellas), Meguro, Fudo no Taki (white on black), Kaianji Kofu (red maples), from the series ""Edo Meisho Harimaze Zue""",1857,1989,Hiroshige Andō,
"Nihonbashi (fish monger), Ueno hanami (umbrellas), Meguro, Fudo no Taki (white on black), Kaianji Kofu (red maples), from the series ""Edo Meisho Harimaze Zue""",1857,1989,Yamadaya Shojiro,
Hydrangea and Kingfisher  (Ajisai no Kawasemi), 1832,1989,Hiroshige Andō,
Seated Woman with Lamp on Stand, 1835-1839,1989,Hiroshige Andō,
Man and woman performing Obon Dance (Bon Odori), 1835-1839,1989,Hiroshige Andō,
Act VII:  Reading a Suspicious Looking Letter by a Mirror (Kabe Kagami Sukashite Kusai Fumio O Yomi),1820,1989,Hiroshige Andō,
"Konami Says the Son of Oishi (Big Stone), Master of 47 Ronin, was Koishi (Small Stone)  (Oishi no Musuko Koishi to Konami ii)",1820,1989,Hiroshige Andō,
"Untitled  (2  Two Ronin Confronting a Man) from ""The Cushingura Drama"" (humorous)",1835,1989,Hiroshige Andō,
Turtle,,1989,Hiroshige Andō,
Butterfly Catcher,,1989,Hiroshige Andō,
One sheet from the series Mirror of Drama in Cutouts (Harimaze jôruri kagami),1854,1989,Hiroshige Andō,
"Untitled (Boats in Harbor, Village, and People Walking in Front of Building)",1843-1846,1989,Hiroshige Andō,
"Arashiyama, Kyoto",1840-1842,1989,Hiroshige Andō,
Untitled (Sparrow and Clematis),1840s,1989,Hiroshige Andō,
Japan Bridge (Nihonbashi), 1833-1834,1989,Hiroshige Andō,
Totsuka, 1833-1834,1989,Hiroshige Andō,
Totsuka, 1833-1834,1989,Magohachi Takenouchi,
Odawara, 1833-1834,1989,Hiroshige Andō,
Kambara, 1833-1834,1989,Hiroshige Andō,
Kusatsu, 1833-1834,1989,Hiroshige Andō,
"Act VI, from ""The Chushingura Drama""",1830-1850,1989,Hiroshige Andō,
Goyu,1848-1850,1989,Hiroshige Andō,
Kameyama,1848-1850,1989,Hiroshige Andō,
Fukagawa Hachiman Yama Baraki,1835,1989,Hiroshige Andō,
Shoji,1916,1989,"Bartlett, Charles William",
New Year's Morning in Hongo,1835,1989,Hiroshige Andō,
Tegoshi Shosho of Kewaizaka Going to a Priestess,1846,1989,Hiroshige Andō,
Ejiri,1841-1845,1989,Hiroshige Andō,
Fujikawa,1841-1845,1989,Hiroshige Andō,
Snow Scene,1845,1989,Hiroshige Andō,
"Untitled (Rice Planting, Tea Whisk Seller, and Seaweed Gatherer)",1845,1989,Hiroshige Andō,
"Koya Tama River, Kii Province",1834,1989,Hiroshige Andō,
Crowds Visiting the Shrine of Benzaiten at Enoshima in Sagami Province on the Occasion of the Special Viewing (Sôshû Enoshima Benzaiten kaichô sankei gunshû no zu),1851,1989,Hiroshige Andō,
Etchu-Tateyama,1858,1989,Hiroshige Andō,
Evening Snow at Uchikawa  (Uchikawa bosetsu),1835-1836,1989,Hiroshige Andō,
Oriole and Wild Roses, 1830-1844,1989,Hiroshige Andō,
The actor Osagawa Tsuneyo II in a female role,1770,1989,Ippitsusai Bunchō,
Superb Pinks and Chinese Agrimony, 1836,1989,Hiroshige Andō,
Haika uta matahijime shu,1840,1989,Hiroshige Andō,
Ryusai sohitsu gafu,1848,1989,Hiroshige Andō,
Princess Ugao and Prince Genji,1852,1989,Hiroshige Andō,
Untitled (Cuckoo and pine tree),1843-1845,1989,Hiroshige Andō,
"Kameyama: Woman dreaming of Omatsu, Gennojô, and Sodesuke, from the series Fifty-three Pairings for the Tôkaidô Road (Tôkaidô gojûsan tsugi)", 1845-1846,1989,Hiroshige Andō,
Hondo no Kei,1854,1989,Hiroshige Andō,
Hamamatsu,1843-1844,1989,Hiroshige Andō,
Ishii Hyosuke battling Fujikawa Mizuemon near Kameyama Castle in the rain, 1844-1845,1989,Hiroshige Andō,
Ishii Hyosuke battling Fujikawa Mizuemon near Kameyama Castle in the rain, 1844-1845,1989,Ibaya Senzaburo,
Poem by Go-Toba In from the series Ogura Imitations of One Hundred Poems by One Hundred Poets (Ogura nazora-e hyakunin isshu),1847-1848,1989,Hiroshige Andō,
"The actor Onoe Tamizo I as Nishikigi in the play Mutsu no Hana Ume no Kaomise, performed at the Ichimura Theater",c.1769,1989,Ippitsusai Bunchō,
"The actor Onoe Tamizo I as Nishikigi in the play Mutsu no Hana Ume no Kaomise, performed at the Ichimura Theater",c.1769,1989,Nishimuraya Yohachi,
Wada Banquet at Oiso,1845,1989,Hiroshige Andō,
"Sumo Wrestlers in Eko-in Temple in Edo, Ryogoku",1847-1852,1989,Hiroshige Andō,
Children's Daimyo Procession,early 1830s,1989,Hiroshige Andō,
"Pilgrims, Landscape, and Seals (from a series of Harimaze)",,1989,Hiroshige II,
"Theatre in Saruwaka-machi (Saruwaka-machi shibai), from the series Famous Places in the Eastern Capital (Toto Meisho)",1849-1850,1989,Hiroshige Andō,
"Theatre in Saruwaka-machi (Saruwaka-machi shibai), from the series Famous Places in the Eastern Capital (Toto Meisho)",1849-1850,1989,Sanoya Kihei,
"Act X,  from ""The Chushingura Drama""",1850,1989,Hiroshige Andō,
"Act V, from ""The Chushingura Drama""",1850,1989,Hiroshige Andō,
"Act 6, from  ""The Chushingura Drama""",1845,1989,Hiroshige Andō,
Enoshima in Sagami Province (Sôshû Enoshima no zu),1842,1989,Hiroshige Andō,
Ise Sangu Hizakurige Dochu Sogoroku (Board Game),1855,1989,Hiroshige Andō,
Board Game (Sugoroku) based on Fifty-Three Stations of the Tokaido Road,1855,1989,Hiroshige Andō,
The Actor Bando Hikasaburo III as Ichimura Kichigoro, 1770,1989,Ippitsusai Bunchō,
"Act XI, Scene 2 :  Ronin Breaking into Moronao's House",1835,1989,Hiroshige Andō,
"Act XI, Scene 3:  Ronin Dragging Moronao from his Hiding Place",1835,1989,Hiroshige Andō,
"Act XI, Scene 4:  Ronin Crossing the Sumida River on Ryogoku Bridge",1835,1989,Hiroshige Andō,
"Act XI, Scene 5:  Ronin on their Way to Sengakuji Temple",1835,1989,Hiroshige Andō,
"Act XI, Scene 6: Ronin Near the Temple at Sunrise",1835,1989,Hiroshige Andō,
Act I: Examination of the Helmets,1835,1989,Hiroshige Andō,
Act II: Konami Waits for Rikiya's Message,1835,1989,Hiroshige Andō,
Act III:  Moronao's Retainer Examining Presents Outside of Kamakura Castle,1835,1989,Hiroshige Andō,
Act IV:  Enya's Castle at Edo,1835,1989,Hiroshige Andō,
Act V:  Sadakuro Robbing the Peasant Yoichibei,1835,1989,Hiroshige Andō,
Act VI : Three Huntsmen Leaving after Returning the Body of Yoichibei to His Home,1835,1989,Hiroshige Andō,
"Act VII : Ichiriki Tea House, Kyoto",1835,1989,Hiroshige Andō,
Act VIII : Yuranosuke's House at Yamashima under Snow,1835,1989,Hiroshige Andō,
Act X:  Nine Ronin Outside Gihei's House at Night,1835,1989,Hiroshige Andō,
The Bridge of Heaven  (Amano no uki bashi), 1850,1989,Hiroshige Andō,
Gods Luring Ameterasu from the Cave, 1850,1989,Hiroshige Andō,
"Mount Fuji , Emperors Jimmu-Koan, 660-289 BC", 1850,1989,Hiroshige Andō,
"Yamato Take no Mikoto Defeating the Barbarians, Emperor Keiko, 71-130 AD", 1850,1989,Hiroshige Andō,
"Empress Jingu in Korea, Emperors Seimu-Ojin, 131-312", 1850,1989,Hiroshige Andō,
"Emperor Nintoku Surveying His Domain, 313-399", 1850,1989,Hiroshige Andō,
Urashima Taro and the Dragon King's Daughter at the Isle of the Blest, 1850,1989,Hiroshige Andō,
"Downfall of Soga no Huka, Emperors Jomei-Kotoku, 629-645", 1850,1989,Hiroshige Andō,
"Emperor Gensho at Yoro Waterfall, Emperors Reiki 2-Tempyo 20, 715-748", 1850,1989,Hiroshige Andō,
Untitled (Ronin Telling Tales at a Sideshow),1854,1989,Hiroshige Andō,
Monkey Trainer Scene from the Play Utsubozaru,1854,1989,Hiroshige Andō,
Untitled (Man Peddling Arms to a Warrior),1854,1989,Hiroshige Andō,
Untitled (2 Warriors),1854,1989,Hiroshige Andō,
The Warrior Nasu-no-Yoichi,1854,1989,Hiroshige Andō,
Untitled (Warrior Eating Potatoes),1854,1989,Hiroshige Andō,
Untitled (Man Seated in a Palanquin with Man Standing beside It),1849-1853,1989,Hiroshige Andō,
Untitled (Man Seated in a Palanquin with Man Standing beside It),1849-1853,1989,Ibaya Senzaburo,
The Poets (Flowers) of Summer and Autumn, 1845,1989,Hiroshige Andō,
Untitled (Illustrations of Various Street Vendors),1852,1989,Hiroshige Andō,
"Untitled, from the series ""Selection of Comic Games "" (Tawakegei  Zukushi)",1847-1848,1989,Hiroshige Andō,
"Untitled, from the series ""Selection of Comic Games"" (Tawakegei  Zukushi)",1847-1848,1989,Hiroshige Andō,
"Untitled, from the series ""Selection of Comic Games "" (Tawakegei  Zukushi)",1847-1848,1989,Hiroshige Andō,
"Untitled, from the series ""Selection of Comic Games "" (Tawakegei  Zukushi)",1847-1848,1989,Hiroshige Andō,
"Untitled, from the series ""Selection of Comic Games "" (Tawakegei  Zukushi)",1847-1848,1989,Hiroshige Andō,
View of Eita Bridge  (Eitaibashi no zu),1840s,1989,Hiroshige Andō,
Shimmei Shrine at Shiba  (Shiba Shimmei Yashiro),1840s,1989,Hiroshige Andō,
Clearing Weather After Snow on Japan Bridge (Nihonbashi yuki hare no zu),1840s,1989,Hiroshige Andō,
Top of Mt. Atago in Shiba (Shiba Atago Sanjo no zu), 1840,1989,Hiroshige Andō,
Okabe,1856,1989,Hiroshige Andō,
"Yoshida: famous product, the famous great fireworks",1856,1989,Hiroshige Andō,
The Actor Onoe Kikugoro I, 1770,1989,Ippitsusai Bunchō,
Spring Flowers at Gotenyama,1830-1831,1989,Hiroshige Andō,
Evening Snow at Mt. Hira,1830-1831,1989,Hiroshige Andō,
Lingering Snow at Bosetsu (Uchikawa Bosetsu),1840-1842,1989,Hiroshige Andō,
Untitled (Title Page),,1989,Hiroshige Andō,
Clearing after a Storm at Awazu (Awazu seiran),1850s,1989,Hiroshige Andō,
Steep Hill by the Suga River in Kai (Kai Sugayama Ura),1852,1989,Hiroshige Andō,
Beach by the Tenjin River in Kazusa  (Kazusa Tenjinyama Kaigan),1852,1989,Hiroshige Andō,
Yui: Satta Pass,1850,1989,Hiroshige Andō,
Shimada: Oi River,1850,1989,Hiroshige Andō,
Hakone Pass,1844-1848,1989,Hiroshige Andō,
Hakone Pass,1844-1848,1989,Seimon Aritaya,
Fujikawa,1844-1848,1989,Hiroshige Andō,
Fujikawa,1844-1848,1989,Seimon Aritaya,
"Untitled from the series ""Eight Views of Kanazawa"" (Kanazawa hakkei)",1840-1842,1989,Hiroshige Andō,
"Untitled from the series "" Eight Views of Kanazawa "" (Kanazawa hakkei)",1840-1842,1989,Hiroshige Andō,
"Untitled from the series ""Eight Views of Kanazawa "" (Kanazawa hakkei)",1840-1842,1989,Hiroshige Andō,
Evening Rain,1840-1842,1989,Hiroshige Andō,
Sunrise at Susaki  (Susaki hinode),1847-1852,1989,Hiroshige Andō,
Shore at Shibura (Shibura sho),1847-1852,1989,Hiroshige Andō,
Evening Bell at Asakusa  (Asakusa no bansho),1847-1852,1989,Hiroshige Andō,
Boats Returning to Tsukudajima (Tsukudajima no kihan),1847-1852,1989,Hiroshige Andō,
Sunset Sky on the Sumida River (Sumidagawa no seiran),1847-1852,1989,Hiroshige Andō,
Geese Returning to Asukayama (Asukayama no rakugan),1847-1852,1989,Hiroshige Andō,
Blossoms at Gotenyama  (Gotenyama hana),1847-1852,1989,Hiroshige Andō,
Evening Glow at Ryogoku  (Ryogoku no sekisho),1847-1852,1989,Hiroshige Andō,
The Bell at Todaiji, 1786-1789,1989,Ippitsusai Bunchō,
Gathering Shells at Low Tide,1845,1989,Hiroshige Andō,
Fireworks at Ryogoku,1845,1989,Hiroshige Andō,
Full Moon at Gotenyama,1845,1989,Hiroshige Andō,
Blossoms on Sumida Embankment,1845,1989,Hiroshige Andō,
Geese Returning to Katada,,1989,Hiroshige Andō,
Evening Bell at Mii,,1989,Hiroshige Andō,
Autumn Moon at Ishiyama,,1989,Hiroshige Andō,
Fishing Boats Returning to Yabase,,1989,Hiroshige Andō,
View of Nakasu (Nakasu no kei), 1832,1989,Hiroshige Andō,
View of Nakasu (Nakasu no kei), 1832,1989,Izumiya Ichibei,
Enjoying the Evening Cool at Ryogoku Bridge  (Ryogoku noryo), 1832,1989,Hiroshige Andō,
Enjoying the Evening Cool at Ryogoku Bridge  (Ryogoku noryo), 1832,1989,Izumiya Ichibei,
Tsukudajima, 1832,1989,Hiroshige Andō,
Tsukudajima, 1832,1989,Izumiya Ichibei,
Shinobazu Pond in Ueno (Ueno Shinobazu), 1832,1989,Hiroshige Andō,
Shinobazu Pond in Ueno (Ueno Shinobazu), 1832,1989,Izumiya Ichibei,
Asuka Hill (Asukayama), 1832,1989,Hiroshige Andō,
Asuka Hill (Asukayama), 1832,1989,Izumiya Ichibei,
Low Tide at Susaki (Susaki shiohi), 1832,1989,Hiroshige Andō,
Low Tide at Susaki (Susaki shiohi), 1832,1989,Izumiya Ichibei,
Cherry Blossoms at Gotenyama (Goten-yama no hana), 1832,1989,Hiroshige Andō,
Cherry Blossoms at Gotenyama (Goten-yama no hana), 1832,1989,Izumiya Ichibei,
Takanawa, 1832,1989,Hiroshige Andō,
Takanawa, 1832,1989,Izumiya Ichibei,
Clearing Weather at Nihonbashi Bridge (Nihonbashi seiran), 1832,1989,Hiroshige Andō,
Clearing Weather at Nihonbashi Bridge (Nihonbashi seiran), 1832,1989,Izumiya Ichibei,
Rice Fields Outside the Yoshiwara (Yoshiwara tanbo), 1832,1989,Hiroshige Andō,
Rice Fields Outside the Yoshiwara (Yoshiwara tanbo), 1832,1989,Izumiya Ichibei,
At the Foot of Dokan Hill (Dokan-yama shita), 1832,1989,Hiroshige Andō,
At the Foot of Dokan Hill (Dokan-yama shita), 1832,1989,Izumiya Ichibei,
Sumidagawa, 1832,1989,Hiroshige Andō,
Sumidagawa, 1832,1989,Izumiya Ichibei,
Autumn Moon at Ishiyama  (Ishiyama no shugatsu),,1989,Hiroshige Andō,
Lingering Snow at Mount Hira  (Hira no bosetsu),,1989,Hiroshige Andō,
Evening Glow at Seta  (Seta no sekisho),,1989,Hiroshige Andō,
Sunset Sky at Awazu  (Awazu no seiran),,1989,Hiroshige Andō,
Eight Views of Lake Biwa (Omi hakkei) and Eight Views of the Eastern Capital (Toto hakkei),,1989,Hiroshige Andō,
Fifty-three Stages of the Tôkaidô,after 1834,1989,Hiroshige Andō,
Night Rain at Karasaki {Karasaki no yau},,1989,Hiroshige Andō,
Miya, 1833-1834,1989,Hiroshige Andō,
Autumn Maples at Kaian-ji (Kaian-ji Shinpa),1840,1989,Hiroshige Andō,
The Courtesan Nana-Aya of Kado Kanaya, 1770,1989,Ippitsusai Bunchō,
Meditation Hall at Ahei Temple: Zen Meditation at Night,not dated,1989,Onda Akio,
Autumn Maples Tama River,1837,1989,Hiroshige Andō,
"Badger, Chrysanthemum and Heron",1840,1989,Hiroshige Andō,
Beach at Futami,1850,1989,Hiroshige Andō,
Hibiscus and Korean Nightengale (Fuyo ni korai uguisu),1853,1989,Hiroshige Andō,
Butterflies and Peonies,1825,1989,Hiroshige Andō,
Cherry Blossoms at Gotenyama,1840,1989,Hiroshige Andō,
Cherry Blossoms in the Morning at the Yoshiwara,1830,1989,Hiroshige Andō,
"Act VIII, from ""The Chûshingura Drama""",1835,1989,Hiroshige Andō,
"Act XI, Scene 1, from ""The Chûshingura Drama""",1835,1989,Hiroshige Andō,
Dragon in clouds, 1847-1850,1989,Hiroshige Andō,
Smiles and Songs,1975,1989,"Chandra, Lohesh",
Entrance to the Yoshiwara in Kyoto,1834,1989,Hiroshige Andō,
Falcon on Pine Tree,1853,1989,Hiroshige Andō,
Fireworks at Ryogoku Bridge (Ryogoku Hanabi), 1856-1859,1989,Hiroshige Andō,
Fuji River in Snow (Fujigawa no Setchu),1840,1989,Hiroshige Andō,
Gion Shrine in Snow,1845,1989,Hiroshige Andō,
Peach and Long-tailed Bird (Momo ni onagadori),1835,1989,Hiroshige Andō,
"Lumberyard, Fukagawa (Fukagawa Kiba)",1856-1859,1989,Hiroshige Andō,
Mount Fuji Seen from a Pine Tree,1830,1989,Hiroshige Andō,
Mount Fuji Seen from under the Ryogoku Bridge,1850,1989,Hiroshige Andō,
Mount Uga in Bizen,1858,1989,Hiroshige Andō,
The Nunobiki Waterfall,1835,1989,Hiroshige Andō,
"Octopus, Corn and Riceball",1845,1989,Hiroshige Andō,
"Great Bridge: Sudden Rain at Atake (Ôhashi, Atake no Yûdachi)",1857,1989,Hiroshige Andō,
"Great Bridge: Sudden Rain at Atake (Ôhashi, Atake no Yûdachi)",1857,1989,Hiroshige Andō,
Sakanoshita,1845,1989,Hiroshige Andō,
Shoki the Demon-Queller,1850,1989,Hiroshige Andō,
Shore of Odawara and Inn at Miyanoshita, 1850,1989,Hiroshige Andō,
Shore of Odawara and Inn at Miyanoshita, 1850,1989,Ibaya Senzaburo,
Mochizuki,1835,1989,Hiroshige Andō,
Mochizuki,1835,1989,Ikeda Eisen,
Tsumago,1835,1989,Hiroshige Andō,
Tsumago,1835,1989,Ikeda Eisen,
Shirasuka, 1833-1834,1989,Hiroshige Andō,
Futagawa, 1833-1834,1989,Hiroshige Andō,
Yoshida, 1833-1834,1989,Hiroshige Andō,
Okazaki, 1833-1834,1989,Hiroshige Andō,
Narumi, 1833-1834,1989,Hiroshige Andō,
Kuwana, 1833-1834,1989,Hiroshige Andō,
Ishiyakushi, 1833-1834,1989,Hiroshige Andō,
Sakanoshita, 1833-1834,1989,Hiroshige Andō,
Kutsatsu, 1833-1834,1989,Hiroshige Andō,
Otsu, 1833-1834,1989,Hiroshige Andō,
Odawara, 1833-1834,1989,Hiroshige Andō,
Mishima, 1833-1834,1989,Hiroshige Andō,
Ejiri, 1833-1834,1989,Hiroshige Andō,
Fuchu, 1833-1834,1989,Hiroshige Andō,
Shimada, 1833-1834,1989,Hiroshige Andō,
Nissaka, 1833-1834,1989,Hiroshige Andō,
Kakegawa, 1833-1834,1989,Hiroshige Andō,
Fukuroi, 1833-1834,1989,Hiroshige Andō,
Maisaka, 1833-1834,1989,Hiroshige Andō,
Hodogaya,1850,1989,Hiroshige Andō,
Numazu,1850,1989,Hiroshige Andō,
Hamamatsu,1850,1989,Hiroshige Andō,
Seki,1850,1989,Hiroshige Andō,
"Winter, Snow on the Sumida River  (Furyu, Sumidagawa no yuki)",1850,1989,Hiroshige Andō,
Surimono for the Year of the Dragon,1856,1989,Hiroshige Andō,
Numazu,1855,1989,Hiroshige Andō,
Tea House Atariya,1845,1989,Hiroshige Andō,
Temman Shrine at Yushima,1835,1989,Hiroshige Andō,
Tiger and Bamboo in Rain,1845,1989,Hiroshige Andō,
Traditional Cherry Blossom Dance,1845,1989,Hiroshige Andō,
Treasure Ship and Seven Lucky Gods,1845,1989,Hiroshige Andō,
Birds and Flowers,1835,1989,Hiroshige Andō,
Vesper Bell at Ikegami Temple (Ikegami Bansho),1837,1989,Hiroshige Andō,
View of the Island of Enoshima,1835,1989,Hiroshige Andō,
"A Distant View of Awaji Island from Maiko Beach in Banshû, (Banshû maikô no hama awaji no enkei zu)",1845,1989,Hiroshige Andō,
View of Mount Fuji from a Field at Otsuki,1858,1989,Hiroshige Andō,
Winter: Snow on the Sumida River, 1832-1834,1989,Hiroshige Andō,
Suruga Street (Suruga cho),1856,1989,Hiroshige Andō,
Suruga Street (Suruga cho),1856,1989,Hiroshige II,
"Tsukiji Honganji Temple, Teppozu (Teppozu, Tsukiji-Monzeki)",1858,1989,Hiroshige Andō,
"Tsukiji Honganji Temple, Teppozu (Teppozu, Tsukiji-Monzeki)",1858,1989,Hiroshige II,
"Night View, Saruwaka Street (Saruwaka cho, Yoru no Kei)",1856,1989,Hiroshige Andō,
"Night View, Saruwaka Street (Saruwaka cho, Yoru no Kei)",1856,1989,Hiroshige II,
Ommaya Riverbank  (Ommaya Gashi),1857,1989,Hiroshige Andō,
Ommaya Riverbank  (Ommaya Gashi),1857,1989,Hiroshige II,
