title,creation_date,date_acquired,cited_name,party_type
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Street Scene: Polish Army War Veterans Home),1955-1957,1982,"Smith, W. Eugene",
(Street Scene: Croation Fraternal Union of America),1955-1957,1982,"Smith, W. Eugene",
(Street Scene: Croation Fraternal Union of America),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
"Girl leaning on parking meter, Shadyside Chamber of Commerce Festival, Walnut Street",1955-1957,1982,"Smith, W. Eugene",
(Street Fair),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Theatre),1955-1957,1982,"Smith, W. Eugene",
"(A ""New"" Dorm at Carnegie Tech, c. 1925)",1955-1957,1982,"Smith, W. Eugene",
(Art - Actors on Stage at Pittsburgh Playhouse),1955-1957,1982,"Smith, W. Eugene",
"Playhouse Theater, Carnegie Institute of Technology (now Carnegie Mellon University)",1955-1957,1982,"Smith, W. Eugene",
"Playhouse Theater, Carnegie Institute of Technology (now Carnegie Mellon University)",1955-1957,1982,"Smith, W. Eugene",
(Altar Boy),1955-1957,1982,"Smith, W. Eugene",
"(Band, Shadyside Festival)",1955-1957,1982,"Smith, W. Eugene",
"Bishops ordaining priests, St. Pauls Cathedral, Oakland",1955-1957,1982,"Smith, W. Eugene",
(Bridges -Bridge Workers),1955-1957,1982,"Smith, W. Eugene",
"(Bridges, From Smithfield St. Bridge)",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Carnegie Library of Pittsburgh),1955-1957,1982,"Smith, W. Eugene",
Carnegie Library,1955-1957,1982,"Smith, W. Eugene",
"Man with boy, Boys and Girls Division, Carnegie Library",1955-1957,1982,"Smith, W. Eugene",
"Music Division, Carnegie Library",1955-1957,1982,"Smith, W. Eugene",
"(Carnegie Library of Pittsburgh - North Side, Men Reading)",1955-1957,1982,"Smith, W. Eugene",
"(Carnegie Library of Pittsburgh - Oakland, Front View Above Main Doors ""Free to the People"")",1955-1957,1982,"Smith, W. Eugene",
(Carnegie Library of Pittsburgh - Several People in Room),1955-1957,1982,"Smith, W. Eugene",
"(Carnegie Museum of Natural History- Dinosaur Hall, Security)",1955-1957,1982,"Smith, W. Eugene",
(Colleges and Universities - Carnegie Tech Art Students with Model),1955-1957,1982,"Smith, W. Eugene",
(Carnegie Tech. Drama Class),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Carnegie Tech. Drama School),1955-1957,1982,"Smith, W. Eugene",
"Drama school, Carnegie Institute of Technology (now Carnegie Mellon University)",1955-1957,1982,"Smith, W. Eugene",
(Colleges and Universities - Carnegie Tech - 1955 Students Relaxing - Drama Department),1955-1957,1982,"Smith, W. Eugene",
(Carnegie Tech and Students),1955-1957,1982,"Smith, W. Eugene",
"Spring festivities, College of Fine Arts, Carnegie Institute of Technology(now Carnegie Mellon University)",1955-1957,1982,"Smith, W. Eugene",
(Caterpillar Plow and Workmen Clearing Land near Downtown),1955-1957,1982,"Smith, W. Eugene",
(Child at Festival in Davy Crockett Garb),1955-1957,1982,"Smith, W. Eugene",
(Child Carrying Sign),1955-1957,1982,"Smith, W. Eugene",
"(Child Playing, Lower Hill District)",1955-1957,1982,"Smith, W. Eugene",
"Boy making handprints on wall, Lower Hill District",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Carnegie Institute),1955-1957,1982,"Smith, W. Eugene",
(Children at Festival),1955-1957,1982,"Smith, W. Eugene",
"North Side, near sports field, below Federal Street",1955-1957,1982,"Smith, W. Eugene",
(Children Playing),1955-1957,1982,"Smith, W. Eugene",
"Children playing at Colwell and Pride Streets, Hill District",1955-1957,1982,"Smith, W. Eugene",
Music rehearsal,1955-1957,1982,"Smith, W. Eugene",
"(Pittsburgh City Council, Hearing)",1955-1957,1982,"Smith, W. Eugene",
"City Council Chamber, City Council Building",1955-1957,1982,"Smith, W. Eugene",
"(Pittsburgh City Council, Hearing)",1955-1957,1982,"Smith, W. Eugene",
"City Council Chamber, City Council Building",1955-1957,1982,"Smith, W. Eugene",
"(Pittsburgh City Council, Hearing)",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"(Pittsburgh City Council, Hearing)",1955-1957,1982,"Smith, W. Eugene",
"(Pittsburgh City Council, Artistic Shot Focusing on Judge's Gavel)",1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh City Council),1955-1957,1982,"Smith, W. Eugene",
(City Housing),1955-1957,1982,"Smith, W. Eugene",
"(City View - Across Monongahela River, from Mt. Washington -1955)",1955-1957,1982,"Smith, W. Eugene",
"National Tube Company works, U.S. Steel Corporation, McKeesport, and Union Railroad Bridge over the Monongahela River",1955-1957,1982,"Smith, W. Eugene",
"(City View - Across River, Wharf Parking Area)",1955-1957,1982,"Smith, W. Eugene",
(City View - from Mt. Washington - 1955),1955-1957,1982,"Smith, W. Eugene",
(City View - Downtown),1955-1957,1982,"Smith, W. Eugene",
City view from Mt. Washington,1955-1957,1982,"Smith, W. Eugene",
Night view of steel mills,1955-1957,1982,"Smith, W. Eugene",
City view from Schenley Park,1955-1957,1982,"Smith, W. Eugene",
(City View - from South of Monongahela River),1955-1957,1982,"Smith, W. Eugene",
Gateway Center,1955-1957,1982,"Smith, W. Eugene",
Cityscape,1955-1957,1982,"Smith, W. Eugene",
(City View - Housing Project across Monongahela River),1955-1957,1982,"Smith, W. Eugene",
(City View - Mellon Square from High Angle),1955-1957,1982,"Smith, W. Eugene",
Mellon Square,1955-1957,1982,"Smith, W. Eugene",
Mellon Square,1955-1957,1982,"Smith, W. Eugene",
Point State Park,1955-1957,1982,"Smith, W. Eugene",
(City View - River and Mill),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"Saint Michaels Church, South Side, Jones & Laughlin steel mill in background",1955-1957,1982,"Smith, W. Eugene",
Twelfth Street incline and houses,1955-1957,1982,"Smith, W. Eugene",
(Close-Up of Tree in Mellon Square Park),1955-1957,1982,"Smith, W. Eugene",
"Tree, Mellon Square",1955-1957,1982,"Smith, W. Eugene",
(Coal Company and Loaded Barges on River),1955-1957,1982,"Smith, W. Eugene",
(Coal Life Line in Operation),1955-1957,1982,"Smith, W. Eugene",
(Coal Mine),1955-1957,1982,"Smith, W. Eugene",
"(Colleges & Universities - Pennsylvania College for Women Commencement, 1955)",1955-1957,1982,"Smith, W. Eugene",
"(Colleges & Universities - Pennsylvania College for Women Commencement, 1955)",1955-1957,1982,"Smith, W. Eugene",
"Graduation, Pennsylvania College for Women (now Chatham College)",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"Construction of the Pittsburgh Hilton Hotel, Manchester Bridge in background",1955-1957,1982,"Smith, W. Eugene",
(Construction at a Presbyterian Church),1955-1957,1982,"Smith, W. Eugene",
(Industry - Construction Mellon Square),1955-1957,1982,"Smith, W. Eugene",
"Couple strolling outside First Presbyterian Church, Sixth Avenue",1955-1957,1982,"Smith, W. Eugene",
(Croatian Picnic of Tamburitzans),1955-1957,1982,"Smith, W. Eugene",
Croatian picnic of Tamburitzans,1955-1957,1982,"Smith, W. Eugene",
"(David Lawrence, Ex-Mayor)",1955-1957,1982,"Smith, W. Eugene",
"(David Lawrence, Ex-Mayor)",1955-1957,1982,"Smith, W. Eugene",
Mayor David L. Lawrence,1955-1957,1982,"Smith, W. Eugene",
Mayor David L. Lawrence,1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"(David Lawrence, Ex-Mayor)",1955-1957,1982,"Smith, W. Eugene",
"(David Lawrence, Ex-Mayor)",1955-1957,1982,"Smith, W. Eugene",
"(David Lawrence, Ex-Mayor of Pittsburgh)",1955-1957,1982,"Smith, W. Eugene",
"(David Lawrence, Ex-Mayor in Courtroom)",1955-1957,1982,"Smith, W. Eugene",
(Dedication of St. Edward's Academy),1955-1957,1982,"Smith, W. Eugene",
"Demolition site, Fort Wayne Railroad Station, Federal Street, North Side",1955-1957,1982,"Smith, W. Eugene",
"(Demolition of Old Rail Road Station on Federal Street, North Side)",1955-1957,1982,"Smith, W. Eugene",
(Dining Area at Fox Chapel Club),1955-1957,1982,"Smith, W. Eugene",
Two dogs at pet show,1955-1957,1982,"Smith, W. Eugene",
Dog show,1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Downtown Garage Construction),1955-1957,1982,"Smith, W. Eugene",
(Downtown Pittsburgh),1955-1957,1982,"Smith, W. Eugene",
(Downtown Pittsburgh),1955-1957,1982,"Smith, W. Eugene",
"Umbrellas, sidewalk outside Mellon National Bank, Fifth Avenue",1955-1957,1982,"Smith, W. Eugene",
"Duquesne Club, 6th Avenue, Downtown",1955-1957,1982,"Smith, W. Eugene",
(East Liberty Presbyterian Church),1955-1957,1982,"Smith, W. Eugene",
"East Liberty Presbyterian Church, Penn Avenue",1955-1957,1982,"Smith, W. Eugene",
(Farmers Market),1955-1957,1982,"Smith, W. Eugene",
(Farmers Market at Market and Diamond),1955-1957,1982,"Smith, W. Eugene",
(Father and Children Playing),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"Forbes Field, night game between the Dodgers and Pirates",1955-1957,1982,"Smith, W. Eugene",
(Fox Chapel Club),1955-1957,1982,"Smith, W. Eugene",
"(Front Exterior of ""First Church"")",1955-1957,1982,"Smith, W. Eugene",
"(Front of ""Italian Sons & Daughters of America"" Building)",1955-1957,1982,"Smith, W. Eugene",
"Garage construction, Smithfield Street",1955-1957,1982,"Smith, W. Eugene",
(Gate to Homestead United States Steel Works with Workers on Strike),1955-1957,1982,"Smith, W. Eugene",
(Gateway Center Building - Reflecting in River),1955-1957,1982,"Smith, W. Eugene",
(Gateway Center from Northside at Night),1955-1957,1982,"Smith, W. Eugene",
"Girl leaning on a parking meter, Shadyside Chamber of Commerce carnival, Walnut Street",1955-1957,1982,"Smith, W. Eugene",
(Golfers on Fox Chapel Club Course),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
Pittsburgh International Airport,1955-1957,1982,"Smith, W. Eugene",
(Group of Men under Outdoor Wooden Shelter Playing Cards),1955-1957,1982,"Smith, W. Eugene",
"(Heinz Foods, Canning Operations)",1955-1957,1982,"Smith, W. Eugene",
"Children playing, Hill District",1955-1957,1982,"Smith, W. Eugene",
Hill District alley,1955-1957,1982,"Smith, W. Eugene",
H.J. Heinz plant,1955-1957,1982,"Smith, W. Eugene",
(Housing & Construction),1955-1957,1982,"Smith, W. Eugene",
Duquesne Heights Incline,1955-1957,1982,"Smith, W. Eugene",
"Two boys, Monongahela Incline, Mt. Washington",1955-1957,1982,"Smith, W. Eugene",
(Inside Kaufmann's Department Store),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"(Interior, Kaufmann's Department Store)",1955-1957,1982,"Smith, W. Eugene",
"(Interior, King's Mansion)",1955-1957,1982,"Smith, W. Eugene",
"(Interior, Presbyterian Church on 6th Ave.)",1955-1957,1982,"Smith, W. Eugene",
(Inside Westinghouse Plant),1955-1957,1982,"Smith, W. Eugene",
(Industry - Inside Westinghouse Plant),1955-1957,1982,"Smith, W. Eugene",
"(Interior, Steel or Aluminum Mill)",1955-1957,1982,"Smith, W. Eugene",
(Jehovah Witness Church Service),1955-1957,1982,"Smith, W. Eugene",
(Jehovah Witness Church Service),1955-1957,1982,"Smith, W. Eugene",
(Kaufmann's Bargain Day),1955-1957,1982,"Smith, W. Eugene",
(King's Mansion),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Carnegie Library of Pittsburgh),1955-1957,1982,"Smith, W. Eugene",
(Mailbox at Mt. Washington Home),1955-1957,1982,"Smith, W. Eugene",
"Man planting trees, Mt. Washington",1955-1957,1982,"Smith, W. Eugene",
"Carnegie Library, North Side",1955-1957,1982,"Smith, W. Eugene",
Mellon National Bank,1955-1957,1982,"Smith, W. Eugene",
"Mellon Institute from the Cathedral of Learning, Oakland",1955-1957,1982,"Smith, W. Eugene",
(Mellon Park Construction),1955-1957,1982,"Smith, W. Eugene",
"(Mellon Square Park, 1955)",1955-1957,1982,"Smith, W. Eugene",
(Mellon Square Park Scene),1955-1957,1982,"Smith, W. Eugene",
Military grave site,1955-1957,1982,"Smith, W. Eugene",
"U.S. Steel facility, Rankin",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Mill Man Loading Coiled Steel),1955-1957,1982,"Smith, W. Eugene",
(Mr. and Mrs. Charles J. Rosenbloom),1955-1957,1982,"Smith, W. Eugene",
(Mt. Washington Incline),1955-1957,1982,"Smith, W. Eugene",
Girls in costume receiving awards,1955-1957,1982,"Smith, W. Eugene",
"(Nationality Classroom, Instructor with Students, University of Pittsburgh)",1955-1957,1982,"Smith, W. Eugene",
"(Newspaper Stand, ""Strike is Over"")",1955-1957,1982,"Smith, W. Eugene",
"(North Side Library, Men Reading Newspapers)",1955-1957,1982,"Smith, W. Eugene",
"(Old Building on a Hill, Children in Foreground)",1955-1957,1982,"Smith, W. Eugene",
(Old Mellon Mansion Being Torn Down),1955-1957,1982,"Smith, W. Eugene",
Junction Hollow from Schenley Bridge,1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Sports & Recreation - Parking Area near Forbes Field Transport),1955-1957,1982,"Smith, W. Eugene",
"Graduation, Pennsylvania College for Women (now Chatham College)",1955-1957,1982,"Smith, W. Eugene",
"Children, Freeland Street, Beltzhoover",1955-1957,1982,"Smith, W. Eugene",
(Performer at Shadyside Festival),1955-1957,1982,"Smith, W. Eugene",
"Strawberry Festival, First Methodist Church, South Aiken Street and Baum Boulevard",1955-1957,1982,"Smith, W. Eugene",
"Westland Mine, Pittsburgh Coal Company",1955-1957,1982,"Smith, W. Eugene",
"(Pittsburgh Coal Company, Miners at Westland Mine)",1955-1957,1982,"Smith, W. Eugene",
"(Industry - Pittsburgh Coal Company, Miners at Westland Mine)",1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Field Club),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Field Club),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Plate Glass Industries),1955-1957,1982,"Smith, W. Eugene",
(Industry - Pittsburgh Screw and Bolt Company),1955-1957,1982,"Smith, W. Eugene",
"Pittsburgh Screw and Bolt Co., Liberty Avenue, downtown",1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Screw and Bolt - Woman Machine Operator),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Screw and Bolt - Woman Machine Operator),1955-1957,1982,"Smith, W. Eugene",
"(Politics, Pittsburgh City Council Hearing, 3 Prints - One Large, Two Small)",1955-1957,1982,"Smith, W. Eugene",
"(Politics, Pittsburgh City Council Hearing, 3 Prints - One Large, Two Small)",1955-1957,1982,"Smith, W. Eugene",
"(Politics, Pittsburgh City Council Hearing, 3 Prints - One Large, Two Small)",1955-1957,1982,"Smith, W. Eugene",
"City Council Chamber, City Council Building",1955-1957,1982,"Smith, W. Eugene",
"(Politics, Pittsburgh City Council, 3 Prints - One Large, Two Small)",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"(Politics, Pittsburgh City Council, 3 Prints - One Large, Two Small)",1955-1957,1982,"Smith, W. Eugene",
(Priest Ordination at St. Paul's Cathedral on 5th Ave.),1955-1957,1982,"Smith, W. Eugene",
Portrait of Eugene Smith, 1955,1982,"Erzen, Fran",
"Drama students, Carnegie Institute of Technology (now Carnegie Mellon University)",1955-1957,1982,"Smith, W. Eugene",
Worker spooning molten metal,1955-1957,1982,"Smith, W. Eugene",
(Puppy in Baby Stroller),1955-1957,1982,"Smith, W. Eugene",
"Union Railroad Bridge connecting Homestead with Swissvale and Rankin, Monongahela River",1955-1957,1982,"Smith, W. Eugene",
(Refreshment Stand),1955-1957,1982,"Smith, W. Eugene",
(Residential Area),1955-1957,1982,"Smith, W. Eugene",
(Residential Area),1955-1957,1982,"Smith, W. Eugene",
"Rails, Homestead works, U.S. Steel, Monongahela River",1955-1957,1982,"Smith, W. Eugene",
Playhouse Restaurant,1955-1957,1982,"Smith, W. Eugene",
(Reverand Andrew Schulze),1955-1957,1982,"Smith, W. Eugene",
Second Street  uptown,1955-1957,1982,"Smith, W. Eugene",
(Sennote and Pennant Place Street Signs),1955-1957,1982,"Smith, W. Eugene",
(Human Interest - Shadyside Chamber of Commerce Carnival),1955-1957,1982,"Smith, W. Eugene",
"Shadyside Chamber of Commerce carnival, Walnut Street",1955-1957,1982,"Smith, W. Eugene",
"(Shot Across 6th, 7th or 9th St. Bridge - Gulf Building Behind)",1955-1957,1982,"Smith, W. Eugene",
"Shriners Circus parade, Sixth Street Bridge",1955-1957,1982,"Smith, W. Eugene",
(Human Interest - Shriner's Circus Parade Marching Over Bridge),1955-1957,1982,"Smith, W. Eugene",
"Garage construction, Smithfield Street",1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
"Arlington Housing Project, South Side",1955-1957,1982,"Smith, W. Eugene",
"(Sphinx Mausoleum, Allegheny Cemetery)",1955-1957,1982,"Smith, W. Eugene",
(Spring Carnival at University of Pittsburgh - Girls),1955-1957,1982,"Smith, W. Eugene",
(Spring Carnival at University of Pittsburgh - 1955),1955-1957,1982,"Smith, W. Eugene",
"Spring carnival, University of Pittsburgh",1955-1957,1982,"Smith, W. Eugene",
"(Spring Carnival, University of Pittsburgh)",1955-1957,1982,"Smith, W. Eugene",
